YEAR,OPID,Weekday usage,Weekend usage
2022,114980002,60,60
2022,114990001,,
2022,114990002,,
2022,115000001,30,30
2022,115000002,60,30
2022,1150001,40,20
2022,1150002,30,10
2022,115020001,60,60
2022,115020002,,
2022,115030001,30,30
2022,115030002,60,120
2022,115030003,120,240
2022,115050001,60,60
2022,115050002,,
2022,115070001,,
2022,115070002,20,20
2022,115080001,30,30
2022,115080003,60,60
2022,115090001,,
2022,115090003,60,60
2022,115090004,180,120
2022,115090005,60,120
2022,11510001,20,20
2022,11510002,30,30
2022,11510003,60,60
2022,11510004,30,60
2022,11520001,10,20
2022,11520002,30,30
2022,11520004,30,60
2022,11530001,30,30
2022,11530002,60,60
2022,11530003,60,60
2022,11530004,30,30
2022,115340001,30,30
2022,115340002,60,60
2022,115350002,,
2022,115350003,40,60
2022,115360001,30,20
2022,115360002,30,30
2022,115370001,60,120
2022,115370002,30,40
2022,115370003,30,40
2022,115380001,,
2022,115390002,30,30
2022,115390003,30,40
2022,115400001,,
2022,115400002,,
2022,115410001,,
2022,115410002,,
2022,115420001,,
2022,115420002,20,30
2022,115430001,120,60
2022,115430002,90,120
2022,115440001,,
2022,115450001,20,10
2022,115460001,,
2022,115460002,,
2022,115470001,,
2022,115470002,,
2022,115480001,20,30
2022,115480002,,
2022,115490001,,
2022,115500001,,
2022,115500002,10,10
2022,115520001,30,30
2022,115540001,,
2022,11560001,15,15
2022,11560002,30,30
2022,115640001,,
2022,115640002,,
2022,115640003,30,30
2022,115660001,10,10
2022,115660002,20,20
2022,115670001,20,20
2022,115670002,10,10
2022,115680001,10,10
2022,115680002,10,10
2022,115690001,10,10
2022,115690002,5,5
2022,115700001,10,10
2022,115700002,30,30
2022,115710001,120,80
2022,115710002,120,150
2022,115720001,,
2022,115720002,30,30
2022,115730001,30,30
2022,115740001,20,20
2022,115750001,10,20
2022,115750002,20,20
2022,115760001,20,20
2022,115770001,130,20
2022,115770002,10,15
2022,115770003,,
2022,115780001,30,120
2022,115780003,30,120
2022,115790001,15,15
2022,115790002,30,80
2022,115800001,20,20
2022,115800002,10,10
2022,11580001,,
2022,11580002,,
2022,115810001,10,15
2022,115810002,10,15
2022,115820001,15,20
2022,115820002,20,20
2022,115830001,45,80
2022,115830002,30,80
2022,115840001,10,20
2022,115840002,15,15
2022,115850001,15,10
2022,115850002,10,15
2022,115850003,15,30
2022,115860001,20,30
2022,115870001,15,15
2022,115870002,25,35
2022,115880001,,
2022,115890001,15,30
2022,115890002,50,50
2022,115890003,45,80
2022,115900001,,
2022,11590001,30,30
2022,11590002,30,30
2022,115910001,40,55
2022,115910002,35,45
2022,115910003,80,60
2022,115910004,30,45
2022,1160001,60,120
2022,1160002,30,60
2022,1160003,120,240
2022,116140001,60,30
2022,116140002,60,30
2022,116150001,60,120
2022,116160001,30,30
2022,116160002,90,20
2022,116160003,120,120
2022,116170001,90,30
2022,116170002,60,30
2022,116170003,30,20
2022,116180001,,
2022,116180002,30,20
2022,116190001,60,30
2022,116190002,60,30
2022,116200001,,
2022,116200002,,
2022,11620001,30,30
2022,11620002,15,15
2022,11620004,30,60
2022,116210001,,
2022,116220002,40,20
2022,116220003,90,60
2022,116230001,30,30
2022,116230002,30,30
2022,116240001,60,30
2022,116240002,60,20
2022,116240003,30,20
2022,116250001,,
2022,116260001,30,30
2022,116260002,15,15
2022,116280001,,
2022,116280002,10,10
2022,116290001,30,30
2022,116290002,20,20
2022,116300001,40,110
2022,116300002,60,120
2022,11630001,,
2022,116310001,20,20
2022,116310002,20,20
2022,116320001,20,20
2022,116320002,15,15
2022,116330001,20,30
2022,116330002,30,30
2022,116360001,,
2022,116360002,40,60
2022,116370001,20,20
2022,116370002,20,20
2022,11640001,,
2022,116450001,,
2022,116450002,,
2022,116460001,40,90
2022,116460002,30,120
2022,116460003,20,180
2022,116480001,50,50
2022,116480002,30,30
2022,116490001,30,60
2022,116490002,30,60
2022,116490003,40,80
2022,116500001,40,100
2022,116500002,40,90
2022,116500003,50,50
2022,116500004,60,60
2022,116500005,30,30
2022,116510001,30,60
2022,116510002,30,60
2022,116510003,30,60
2022,116510004,30,60
2022,116520001,40,120
2022,116520002,30,60
2022,116520003,30,30
2022,116520004,30,30
2022,116530001,30,60
2022,116530002,30,60
2022,116530003,,
2022,11660001,40,80
2022,11660002,30,40
2022,116650002,10,10
2022,116660002,,
2022,116680002,10,15
2022,116690001,30,240
2022,116690002,90,180
2022,116690003,120,300
2022,116690004,480,600
2022,11670001,30,60
2022,116710001,240,240
2022,116720001,0,30
2022,116720002,60,0
2022,116720003,120,180
2022,116720004,120,240
2022,116730001,10,20
2022,116730002,10,10
2022,116730003,120,120
2022,116730004,0,120
2022,116740001,10,10
2022,116740002,30,30
2022,116740003,30,30
2022,116740004,30,30
2022,11680002,,
2022,11690002,20,40
2022,116970001,,
2022,116970002,,
2022,116980001,180,180
2022,116980002,90,30
2022,116990001,30,0
2022,116990002,30,30
2022,117000001,30,30
2022,117000002,120,60
2022,11700001,60,90
2022,11700002,60,60
2022,1170001,30,30
2022,1170002,60,30
2022,1170003,120,120
2022,117010001,30,60
2022,117010002,0,120
2022,117020001,10,10
2022,117020002,120,120
2022,117030001,180,180
2022,117040001,5,5
2022,117040002,10,10
2022,117060001,10,10
2022,117060002,60,120
2022,117080001,,
2022,11710001,60,90
2022,11710002,60,120
2022,117110001,,
2022,117120002,30,60
2022,117130001,30,60
2022,117130002,60,60
2022,117150002,15,20
2022,117170002,,
2022,117180002,60,120
2022,117190001,,
2022,11720001,40,60
2022,117210002,40,80
2022,117220002,20,90
2022,117230001,30,150
2022,117230002,120,180
2022,117240002,30,60
2022,117250002,20,40
2022,117270001,,
2022,117280001,40,90
2022,117280002,30,90
2022,117290001,,
2022,117300001,,
2022,117310002,,
2022,117320001,60,90
2022,117320002,50,60
2022,117330001,30,60
2022,117340002,180,180
2022,117350001,10,10
2022,117350002,10,10
2022,117360001,15,20
2022,117370002,60,90
2022,117460002,90,90
2022,117470001,120,120
2022,117470002,120,120
2022,117480002,30,30
2022,117490002,60,60
2022,117500002,30,30
2022,117510002,60,60
2022,117520001,30,30
2022,117520002,90,90
2022,117550002,,
2022,117560001,30,30
2022,117560002,30,30
2022,117570002,30,30
2022,117580001,,
2022,117590002,,
2022,117600002,,
2022,11760001,180,300
2022,11760002,120,180
2022,11760003,0,180
2022,11760004,120,120
2022,117610001,,
2022,117620002,60,60
2022,117620003,30,30
2022,117850001,,
2022,117860001,,
2022,117860002,60,60
2022,117860004,30,30
2022,117870001,150,110
2022,117870101,120,120
2022,117870102,420,420
2022,117880001,120,180
2022,117880002,,
2022,117880004,120,180
2022,117900001,10,10
2022,117900002,30,30
2022,117910001,120,180
2022,117930001,120,180
2022,117930002,120,180
2022,117930003,120,180
2022,117930004,300,420
2022,117930005,60,60
2022,117940001,60,120
2022,117940002,60,60
2022,117940003,20,20
2022,117960002,40,90
2022,118000002,150,120
2022,11800001,60,60
2022,1180001,60,90
2022,1180002,150,60
2022,1180003,90,180
2022,1180004,120,240
2022,118010001,120,120
2022,118010002,120,120
2022,118020001,120,120
2022,118020002,120,120
2022,118020003,,
2022,118030001,30,30
2022,118040001,,
2022,118050001,60,60
2022,118050002,60,60
2022,118070001,120,240
2022,118080001,,
2022,118080002,20,60
2022,118080003,120,180
2022,118080004,30,60
2022,118090001,,
2022,118090002,,
2022,118090003,,
2022,118130001,240,240
2022,118130002,,
2022,118130003,180,270
2022,118130004,180,300
2022,118140001,195,360
2022,118140002,120,120
2022,118140003,180,180
2022,118140004,180,180
2022,118140005,180,180
2022,118150001,60,120
2022,118150002,60,0
2022,118150003,60,60
2022,118150004,60,120
2022,118160001,,
2022,118170001,60,240
2022,118170002,,
2022,118170003,120,240
2022,118170004,,
2022,118190001,,
2022,118230001,,
2022,118230002,,
2022,118240001,300,420
2022,118240002,300,300
2022,118240003,120,180
2022,118240004,60,240
2022,118240005,240,300
2022,118250001,,
2022,118270002,,
2022,118290001,120,240
2022,118290002,,
2022,118300001,120,600
2022,118300002,180,180
2022,118310001,,
2022,118320001,,
2022,118330001,,
2022,1190001,30,30
2022,11910001,20,60
2022,11910002,150,120
2022,11920001,30,60
2022,11920002,60,120
2022,11920003,120,120
2022,11920004,180,300
2022,1200001,60,90
2022,1200002,40,90
2022,120001,20,120
2022,120002,20,90
2022,120003,30,180
2022,120004,60,120
2022,12040001,20,20
2022,12040002,30,30
2022,12040004,20,20
2022,12050001,30,30
2022,12050002,30,30
2022,12070001,30,30
2022,12070002,30,30
2022,12100001,30,30
2022,12100002,30,30
2022,12100003,60,60
2022,1210001,10,10
2022,1210002,10,10
2022,1210004,15,20
2022,12110001,30,60
2022,12110002,30,90
2022,12110003,40,80
2022,12110004,30,60
2022,12140001,10,30
2022,12160001,20,40
2022,12160002,40,80
2022,12170001,30,60
2022,12170002,30,60
2022,12180001,20,60
2022,12180002,20,60
2022,12200001,20,40
2022,1220001,,
2022,12220001,20,40
2022,12240001,10,20
2022,12260001,30,60
2022,12270001,30,90
2022,12280001,20,60
2022,12290002,40,80
2022,1230002,15,20
2022,1230003,,
2022,12310001,,
2022,12310002,,
2022,12320001,30,40
2022,12320002,60,60
2022,12330001,30,60
2022,12340001,15,30
2022,12340002,20,30
2022,12340003,40,40
2022,12350002,60,60
2022,12360001,30,40
2022,12360002,30,50
2022,12370002,30,60
2022,12380001,60,90
2022,12380002,60,60
2022,12390001,20,30
2022,12400001,30,30
2022,12400002,40,60
2022,12400004,60,90
2022,12420001,20,60
2022,12420002,20,60
2022,12420003,40,80
2022,12440002,30,60
2022,12450001,15,60
2022,12450002,30,60
2022,12450003,40,90
2022,12460001,20,60
2022,12460002,20,40
2022,12460003,20,60
2022,12460005,40,90
2022,12470001,20,40
2022,12470002,80,80
2022,12470003,40,90
2022,12470004,30,80
2022,12480001,30,40
2022,12480002,30,50
2022,12490001,30,30
2022,12490002,90,150
2022,12490004,60,120
2022,12490005,60,150
2022,12500001,30,30
2022,12500002,0,180
2022,12500003,30,120
2022,12500004,60,180
2022,12510001,30,30
2022,12510002,30,30
2022,12510003,120,120
2022,12510004,180,300
2022,12520001,,
2022,12520002,120,120
2022,12520003,,
2022,12520004,180,300
2022,12570001,,
2022,12570002,240,240
2022,12570003,90,180
2022,12580001,,
2022,12580002,,
2022,12590001,,
2022,12590002,150,150
2022,12590003,,
2022,1260001,15,20
2022,1260002,20,30
2022,12610001,,
2022,12610002,,
2022,12610003,170,180
2022,12650001,,
2022,12650002,,
2022,12650003,150,230
2022,12660001,,
2022,12660002,,
2022,12690001,,
2022,12690002,5,5
2022,12690003,10,10
2022,12690004,60,0
2022,1270001,20,20
2022,1270002,10,10
2022,12730001,60,120
2022,12740001,,
2022,12740002,,
2022,12760001,90,30
2022,12760002,30,120
2022,12760003,30,60
2022,12760004,60,60
2022,12760005,40,40
2022,12770001,,
2022,12780002,300,180
2022,12780003,300,180
2022,12780005,180,180
2022,12790002,90,60
2022,12790003,150,300
2022,12800002,10,15
2022,12800003,30,30
2022,1280001,10,20
2022,12810001,30,60
2022,12810002,30,60
2022,12810003,60,90
2022,12810004,60,120
2022,12830001,30,60
2022,12830002,30,60
2022,12830003,30,30
2022,12830004,30,60
2022,12840002,30,40
2022,12840003,30,60
2022,12850002,30,30
2022,12850003,30,30
2022,12850004,60,60
2022,12860001,60,120
2022,12860002,30,60
2022,12860003,30,60
2022,12860004,30,60
2022,12870001,30,30
2022,12870002,30,60
2022,12880001,60,90
2022,12880002,60,90
2022,12880003,30,60
2022,12900001,30,30
2022,12900002,60,60
2022,12900003,60,60
2022,1290001,10,15
2022,1290002,15,15
2022,1290003,20,30
2022,12910001,20,40
2022,12910002,30,30
2022,12930001,60,60
2022,12930002,30,30
2022,12960001,60,60
2022,12960002,40,60
2022,12980001,20,20
2022,12980002,20,30
2022,12990001,40,60
2022,12990002,60,120
2022,12990003,40,60
2022,13000001,,
2022,13000002,50,60
2022,1300001,15,20
2022,1300002,10,10
2022,1300004,20,30
2022,130001,30,30
2022,130002,10,10
2022,13010004,60,60
2022,13010005,,
2022,13040001,40,40
2022,13040002,,
2022,13060001,30,40
2022,13060002,90,100
2022,13060003,90,100
2022,13070001,30,40
2022,13070002,30,45
2022,13080001,20,20
2022,13080002,30,40
2022,13090001,,
2022,13090002,,
2022,13100001,,
2022,1310001,15,20
2022,1310002,15,20
2022,13110001,20,30
2022,13130001,,
2022,13130002,,
2022,13140001,,
2022,13150001,30,40
2022,13150002,20,40
2022,13150003,,
2022,13150004,30,90
2022,13160001,,
2022,13160004,120,180
2022,13170001,30,60
2022,13170002,40,60
2022,13180001,60,120
2022,13180002,90,180
2022,13180003,90,120
2022,13180004,120,240
2022,13190003,90,120
2022,13190004,60,60
2022,13190005,62,100
2022,13200002,30,50
2022,1320001,10,10
2022,1320002,15,10
2022,1320101,60,60
2022,1320102,60,60
2022,13210001,60,90
2022,13210002,,
2022,13220001,30,30
2022,13220002,120,180
2022,13230001,120,150
2022,13230002,,
2022,13240001,,
2022,13250001,30,60
2022,13260001,120,120
2022,13270001,,
2022,13290001,30,30
2022,13290002,60,60
2022,13290003,30,30
2022,1330001,20,30
2022,13340001,20,20
2022,13340002,30,30
2022,13340003,30,60
2022,13350001,,
2022,13350002,,
2022,13360001,,
2022,13360002,,
2022,13380001,,
2022,13400001,30,30
2022,1340001,120,210
2022,1340002,,
2022,1340003,,
2022,1340004,,
2022,13410001,30,30
2022,13410002,60,90
2022,13420001,,
2022,13430002,40,30
2022,13440001,10,20
2022,13440002,50,80
2022,13450001,30,40
2022,13450002,20,40
2022,13450003,30,50
2022,13460001,40,60
2022,13460002,40,90
2022,13480001,120,60
2022,13480002,30,50
2022,13490001,,
2022,13490003,80,120
2022,13490004,90,90
2022,13490005,90,150
2022,13490006,60,100
2022,13490007,,
2022,13490008,60,100
2022,13500001,80,120
2022,13500002,90,60
2022,13500003,,
2022,13500004,60,100
2022,13500005,80,120
2022,1350001,20,20
2022,13510002,40,40
2022,13510003,60,120
2022,13510004,60,60
2022,13520001,60,60
2022,13520002,30,30
2022,13530001,,
2022,13530002,,
2022,13550001,30,50
2022,13560001,60,120
2022,13560002,,
2022,13560003,120,240
2022,13560006,,
2022,13570001,10,20
2022,13570002,30,30
2022,13580001,30,90
2022,13580002,30,120
2022,13580003,60,240
2022,13580004,120,180
2022,13590001,120,240
2022,13590002,120,240
2022,13590003,120,240
2022,13590004,60,180
2022,13600002,30,40
2022,13600003,20,60
2022,13600004,30,40
2022,13600005,20,30
2022,1360001,60,60
2022,1360002,40,40
2022,13610001,60,140
2022,13610002,30,60
2022,13610003,60,90
2022,13610004,40,90
2022,13630001,60,210
2022,13630002,30,40
2022,13640001,,
2022,13640002,,
2022,13660001,10,0
2022,13660002,30,10
2022,13660003,120,120
2022,13660004,120,120
2022,13700001,90,330
2022,13700002,150,120
2022,13700003,60,180
2022,13700004,120,300
2022,13740001,,
2022,13750001,,
2022,13750002,,
2022,13760001,,
2022,13760002,,
2022,13760003,40,60
2022,13780001,30,30
2022,13780002,60,60
2022,13780005,360,360
2022,13780006,180,300
2022,13790001,30,60
2022,13790002,30,60
2022,13790003,60,120
2022,1380001,10,10
2022,1380002,10,10
2022,13820001,20,20
2022,13820002,30,40
2022,13820003,40,50
2022,13820004,30,60
2022,13830001,120,120
2022,13830002,,
2022,13830003,30,40
2022,13830004,30,40
2022,13840001,30,40
2022,13840002,20,25
2022,13840003,40,60
2022,13840004,40,60
2022,13860001,20,20
2022,13860002,,
2022,13870001,,
2022,13870002,20,20
2022,13890001,30,30
2022,13890002,30,40
2022,13890003,40,50
2022,13900001,30,30
2022,13900002,20,30
2022,13900003,40,40
2022,13940001,,
2022,13940002,60,30
2022,13940003,60,120
2022,13950001,60,210
2022,13950002,60,120
2022,13950003,60,120
2022,13950004,30,60
2022,13960001,60,30
2022,13960002,30,30
2022,13960003,30,60
2022,13970001,60,140
2022,13970002,80,120
2022,13970003,60,60
2022,13970004,60,100
2022,13980001,,
2022,13980002,,
2022,13990001,40,20
2022,13990002,,
2022,13990003,60,110
2022,13990004,60,90
2022,14000001,,
2022,14000002,90,120
2022,140001,30,30
2022,14020001,60,60
2022,14020002,30,30
2022,14030001,0,30
2022,14030003,120,120
2022,14040001,60,60
2022,14060001,60,60
2022,14070001,,
2022,14080001,,
2022,14090001,30,60
2022,14090002,10,20
2022,14090004,60,20
2022,14110002,,
2022,14130001,30,30
2022,14130002,30,30
2022,14160001,15,10
2022,14170001,,
2022,14170002,,
2022,14180001,,
2022,14200001,,
2022,14240002,20,20
2022,14240003,30,30
2022,14240004,20,20
2022,14260001,60,60
2022,14260002,20,40
2022,14260003,30,50
2022,14260004,20,40
2022,14300001,30,30
2022,14300004,60,60
2022,14330002,20,30
2022,14340001,30,60
2022,14340002,30,30
2022,14340004,60,120
2022,14340005,20,20
2022,14360002,60,60
2022,14360003,30,30
2022,14360004,30,30
2022,14360005,30,30
2022,14370002,15,15
2022,14370003,10,30
2022,14370004,30,30
2022,14380002,30,30
2022,14380003,60,60
2022,14380004,90,90
2022,14400002,30,40
2022,14410001,40,80
2022,14430001,,
2022,14430002,,
2022,14460001,,
2022,14460002,,
2022,14470001,30,120
2022,14470002,30,60
2022,14470003,50,160
2022,14480002,90,120
2022,14480003,90,210
2022,14490001,30,90
2022,14490002,,
2022,14530001,60,60
2022,14530002,,
2022,14540001,80,120
2022,14540002,50,90
2022,14540003,,
2022,14550002,30,30
2022,14560001,50,100
2022,14560002,60,100
2022,14560003,90,120
2022,14580001,30,180
2022,14580002,20,60
2022,14590001,50,80
2022,14590002,60,100
2022,14590003,80,120
2022,14600001,60,60
2022,14600002,40,60
2022,14620001,,
2022,14620002,,
2022,14620003,50,150
2022,14630001,15,30
2022,14640002,180,300
2022,14650001,,
2022,14650002,,
2022,14660001,40,60
2022,14660002,60,180
2022,14660003,90,180
2022,14670002,20,50
2022,14700001,,
2022,14700002,,
2022,14700003,10,10
2022,14700004,15,15
2022,14710001,0,150
2022,14710002,60,180
2022,14730002,30,90
2022,14730003,30,60
2022,14730004,60,150
2022,14740001,60,120
2022,14740002,60,60
2022,14740003,120,180
2022,14740004,120,180
2022,14750001,,
2022,14750002,,
2022,14760003,,
2022,14770001,60,60
2022,14770002,60,60
2022,14770003,180,180
2022,14770004,120,120
2022,14780002,60,60
2022,14790001,60,60
2022,14790002,60,60
2022,14810001,60,180
2022,14810002,60,90
2022,14820001,30,90
2022,14820002,30,90
2022,14820003,60,150
2022,14830001,60,120
2022,14830002,30,60
2022,14830003,60,150
2022,14840001,40,90
2022,14840002,60,120
2022,14850001,40,150
2022,14850002,60,90
2022,14850003,80,120
2022,14860001,60,90
2022,14860002,30,30
2022,14860003,90,180
2022,14870001,40,90
2022,14870002,30,60
2022,14870004,60,90
2022,14880001,40,150
2022,14880002,60,120
2022,14880003,60,120
2022,14900001,60,180
2022,14900002,40,100
2022,14910001,50,50
2022,14920001,60,60
2022,14920002,90,90
2022,14930001,510,60
2022,14930002,25,45
2022,14940001,30,30
2022,14940002,20,40
2022,14950001,20,40
2022,14950002,40,40
2022,14950003,60,90
2022,14970001,40,90
2022,14970002,60,90
2022,14970003,60,90
2022,1500002,60,90
2022,1500003,60,90
2022,1500004,,
2022,1510001,30,30
2022,1510002,30,30
2022,1510003,60,180
2022,15110002,40,90
2022,15110004,30,60
2022,15120001,30,60
2022,15120002,30,60
2022,15120003,30,90
2022,15120004,30,90
2022,15130001,240,120
2022,15130002,300,300
2022,15130003,,
2022,15140001,60,90
2022,15140002,60,60
2022,15150001,,
2022,15150002,,
2022,15150003,,
2022,15160001,90,180
2022,15160002,120,60
2022,15160003,60,100
2022,15160004,40,90
2022,15170001,,
2022,15180002,60,120
2022,15190001,,
2022,15190002,,
2022,15200001,,
2022,15200002,120,180
2022,15200003,60,120
2022,15200004,30,90
2022,15200005,30,30
2022,15200006,30,90
2022,1520002,20,20
2022,1520004,90,90
2022,1520005,60,60
2022,15210001,,
2022,15220001,,
2022,15230001,,
2022,15230002,90,110
2022,15230003,90,60
2022,15230004,90,150
2022,15230005,50,100
2022,15230006,60,90
2022,15250001,60,60
2022,15250002,60,60
2022,15260001,60,60
2022,15260002,30,30
2022,15270001,,
2022,15270002,,
2022,15270003,,
2022,15280001,40,60
2022,15280002,,
2022,15280003,30,60
2022,15290001,,
2022,15300001,,
2022,15300002,0,180
2022,15300003,60,120
2022,15300004,30,30
2022,1530001,30,60
2022,1530002,30,60
2022,1530003,90,150
2022,15310001,,
2022,15330001,,
2022,15340001,60,240
2022,15340002,90,60
2022,15340003,60,100
2022,15340004,90,120
2022,15390001,60,100
2022,15390002,30,50
2022,15400001,,
2022,15400002,40,60
2022,1540001,30,60
2022,1540002,90,90
2022,1540003,90,150
2022,15410001,40,90
2022,15410002,20,40
2022,15410003,40,60
2022,15420002,,
2022,15470002,,
2022,15480001,90,240
2022,15480002,60,90
2022,15480003,60,90
2022,15480004,60,80
2022,1550001,120,180
2022,15530001,,
2022,15530002,,
2022,15540001,,
2022,15550001,,
2022,15560001,30,40
2022,15560002,20,60
2022,15560003,40,60
2022,15560004,30,70
2022,15590002,20,20
2022,15590004,60,240
2022,15590005,,
2022,15600001,120,120
2022,15600002,30,30
2022,15600003,120,120
2022,1560001,,
2022,15610001,30,30
2022,15610002,,
2022,15610003,,
2022,15610004,270,300
2022,15630001,,
2022,15630002,,
2022,15630101,180,360
2022,15630103,240,360
2022,15630201,240,240
2022,15640001,30,30
2022,15640002,,
2022,15640003,120,120
2022,15650001,120,120
2022,15650002,70,50
2022,15650003,60,120
2022,15650004,60,30
2022,15650005,180,180
2022,15680001,30,30
2022,15680002,20,30
2022,15680003,30,120
2022,15680004,120,120
2022,1570001,90,60
2022,15710001,90,0
2022,15710002,10,10
2022,15710003,0,150
2022,15710004,150,240
2022,15720003,240,180
2022,15720004,0,60
2022,15720005,240,300
2022,15720006,120,300
2022,15720101,,
2022,15730001,,
2022,15730002,10,0
2022,15730007,80,160
2022,15730008,180,300
2022,15730101,30,60
2022,15730102,30,60
2022,15730103,,
2022,15730104,,
2022,15750002,,
2022,15750101,120,120
2022,15750102,5,5
2022,15750103,120,120
2022,15750104,180,180
2022,15760001,0,150
2022,15760002,,
2022,15760003,30,10
2022,15760004,40,0
2022,15770001,,
2022,15770002,,
2022,15770004,30,60
2022,15780001,120,120
2022,1580001,60,60
2022,15860002,,
2022,15860003,170,180
2022,15890001,,
2022,1590001,30,30
2022,1590002,30,30
2022,1590003,90,120
2022,1600001,180,180
2022,160001,60,60
2022,160002,90,90
2022,16080003,20,10
2022,16100001,10,0
2022,16100002,30,30
2022,16100005,,
2022,1610001,30,30
2022,1610002,90,60
2022,16100101,60,120
2022,16100102,60,40
2022,16100201,30,60
2022,16110001,,
2022,16120001,30,90
2022,16130001,60,120
2022,16130002,40,100
2022,16140001,60,120
2022,16140002,40,90
2022,16150001,40,120
2022,16150002,60,90
2022,16150003,30,90
2022,16180001,60,150
2022,16180002,90,180
2022,16180003,30,30
2022,16190001,60,180
2022,16200001,60,120
2022,16200002,40,100
2022,16200003,60,180
2022,1620001,120,120
2022,16210001,60,60
2022,16210002,30,30
2022,16220001,90,60
2022,16220002,120,60
2022,16240001,120,60
2022,16240002,120,60
2022,16250001,60,60
2022,16250002,60,60
2022,16250003,90,60
2022,16260001,60,90
2022,16260002,60,90
2022,16280001,30,30
2022,16280002,30,30
2022,16280003,30,60
2022,16290001,20,30
2022,16290002,30,30
2022,16300001,30,60
2022,1630001,120,180
2022,1630002,120,120
2022,1630003,60,120
2022,16310001,0,150
2022,16310002,0,150
2022,16310003,60,180
2022,16310004,60,180
2022,16320001,60,210
2022,16320002,0,150
2022,16320003,30,180
2022,16320004,0,150
2022,16340001,240,420
2022,16340002,300,300
2022,16340003,180,60
2022,16340004,180,300
2022,1640001,120,90
2022,1640002,180,120
2022,16420001,60,150
2022,16420002,90,120
2022,16420003,60,180
2022,16420004,60,210
2022,16440001,,
2022,16440002,,
2022,16470001,0,60
2022,16470002,,
2022,16470003,120,300
2022,16470004,150,180
2022,16470005,40,60
2022,1650001,120,120
2022,1650002,240,60
2022,16510001,0,180
2022,16510002,0,120
2022,16510003,90,180
2022,16520001,120,240
2022,16520002,120,90
2022,16520003,60,120
2022,16520004,120,240
2022,16550001,30,30
2022,16550002,,
2022,16550003,,
2022,16560001,,
2022,16560002,,
2022,16570001,,
2022,16570002,,
2022,16580001,,
2022,16580002,,
2022,16580003,,
2022,16580004,,
2022,16600001,60,240
2022,1660001,90,120
2022,1660002,120,120
2022,1660003,120,120
2022,16610001,,
2022,16610002,,
2022,1670001,120,120
2022,1670002,120,240
2022,1670003,90,90
2022,16740002,30,60
2022,16760001,,
2022,16760002,,
2022,16770001,10,10
2022,16770002,120,120
2022,16780001,,
2022,16790003,,
2022,16790005,120,120
2022,1680002,120,180
2022,1680003,180,120
2022,1680004,120,240
2022,16810002,60,120
2022,16820001,120,180
2022,16820002,120,120
2022,16830001,60,90
2022,16850001,60,60
2022,16850002,60,60
2022,16880001,,
2022,16880002,,
2022,1690001,120,120
2022,1690002,60,120
2022,1700001,90,60
2022,1700002,60,120
2022,1700003,30,60
2022,17030002,60,60
2022,17030003,30,30
2022,17030004,20,20
2022,17040001,30,30
2022,17040002,30,30
2022,17060001,30,30
2022,17070001,,
2022,17070002,,
2022,17070003,20,20
2022,17070004,40,20
2022,17080001,40,30
2022,17080002,30,60
2022,17080003,40,60
2022,17090001,,
2022,17100002,,
2022,1710001,60,180
2022,1710002,180,180
2022,17110001,30,30
2022,17110002,30,30
2022,17110003,40,60
2022,17110004,30,30
2022,17120001,20,20
2022,17120002,20,20
2022,17120003,40,40
2022,17130001,10,30
2022,17130002,30,20
2022,17130003,20,30
2022,17130004,30,60
2022,17140001,20,20
2022,17140002,20,30
2022,1720001,120,120
2022,1720002,90,120
2022,1720003,120,240
2022,17220001,30,30
2022,17220002,30,20
2022,17220004,40,60
2022,17220005,20,30
2022,17220006,,
2022,1730001,120,180
2022,1730002,60,120
2022,17370001,40,70
2022,17370002,30,40
2022,17370003,60,120
2022,17390002,5,5
2022,17400001,20,20
2022,17400002,15,15
2022,17400004,5,5
2022,1740001,60,120
2022,1740002,120,120
2022,1740003,60,60
2022,1740004,120,120
2022,17400101,10,10
2022,17430001,10,10
2022,17430002,20,20
2022,17430003,30,30
2022,17440001,15,15
2022,17440002,10,10
2022,17440003,30,30
2022,17450001,5,5
2022,17450002,30,30
2022,17450003,30,30
2022,17450004,15,15
2022,17470001,60,30
2022,17470002,90,150
2022,17470003,60,120
2022,17470004,120,120
2022,17480001,,
2022,17490001,30,30
2022,17490002,30,30
2022,17490003,60,60
2022,17490004,30,60
2022,17500001,10,10
2022,17500002,,
2022,17510002,,
2022,17550001,30,60
2022,17550002,90,120
2022,17550003,30,60
2022,17570001,10,10
2022,17570002,90,150
2022,17570003,60,180
2022,17580001,30,30
2022,17580002,20,30
2022,17580003,30,30
2022,17580004,30,30
2022,17580005,30,30
2022,1760001,120,240
2022,1760002,,
2022,1760003,60,60
2022,1760004,120,60
2022,17610001,60,60
2022,17610002,10,10
2022,17610003,30,60
2022,17620001,60,60
2022,17620002,60,60
2022,17620003,30,30
2022,17630001,90,120
2022,17630002,180,240
2022,17630003,30,90
2022,17650001,120,180
2022,17650002,120,240
2022,17670001,60,180
2022,17670002,60,80
2022,17670003,50,120
2022,17670004,50,180
2022,17690001,60,120
2022,17690002,120,240
2022,17690003,30,110
2022,17690005,60,180
2022,1770001,240,240
2022,1770002,180,180
2022,1770003,180,180
2022,1770004,120,120
2022,17720001,120,240
2022,17720002,120,90
2022,17740001,240,120
2022,17740002,180,120
2022,17740003,480,600
2022,17740004,60,60
2022,17750001,60,180
2022,17750002,180,300
