YEAR,OPID,ott_first,ott_second
2020,65600006,,
2020,65600007,유튜브,
2020,65610001,,
2020,65610002,,
2020,65620001,,
2020,65630001,,
2020,65630002,유튜브,
2020,65630003,유튜브,카카오 TV
2020,65640001,,
2020,65640002,,
2020,65650001,,
2020,65650002,,
2020,65660001,유튜브,넷플릭스
2020,65670001,,
2020,65670002,,
2020,65680001,,
2020,65680002,유튜브,네이버 시리즈온(SERIES)
2020,65680003,유튜브,네이버 시리즈온(SERIES)
2020,65680004,넷플릭스,유튜브
2020,65690001,,
2020,65690002,,
2020,65690003,,
2020,65700001,,
2020,65700002,,
2020,65710001,유튜브,
2020,65710002,,
2020,65720002,유튜브,카카오 TV
2020,65730001,,
2020,65740001,,
2020,65740002,,
2020,65750001,,
2020,65750002,,
2020,65760001,,
2020,65760002,,
2020,65780001,유튜브,
2020,65780002,유튜브,
2020,65800001,,
2020,65800002,,
2020,6580002,유튜브,
2020,6580003,유튜브,
2020,65810001,유튜브,
2020,65810003,유튜브,U+ 모바일(구 U+비디오포털)
2020,65810004,유튜브,카카오 TV
2020,65840001,유튜브,
2020,65850001,유튜브,곰TV
2020,65870001,,
2020,65870005,유튜브,
2020,65920001,,
2020,65920002,,
2020,65930001,,
2020,65960001,유튜브,카카오 TV
2020,65960003,유튜브,카카오 TV
2020,65970002,,
2020,65980001,유튜브,카카오 TV
2020,65980003,유튜브,넷플릭스
2020,65990001,유튜브,카카오 TV
2020,65990002,유튜브,카카오 TV
2020,66000001,유튜브,
2020,66000002,유튜브,카카오 TV
2020,660001,유튜브,
2020,660002,넷플릭스,유튜브
2020,660004,유튜브,넷플릭스
2020,66010001,유튜브,티빙(Tving)
2020,66010002,유튜브,티빙(Tving)
2020,66010003,웨이브(Wavve)(구 푹(pooq)· 옥수수),넷플릭스
2020,66020001,,
2020,66020002,티빙(Tving),유튜브
2020,66020003,넷플릭스,유튜브
2020,66040001,,
2020,66040002,,
2020,66050001,유튜브,넷플릭스
2020,66050002,넷플릭스,티빙(Tving)
2020,66060001,유튜브,티빙(Tving)
2020,66060002,유튜브,티빙(Tving)
2020,66060003,유튜브,
2020,66060004,유튜브,넷플릭스
2020,66070001,유튜브,티빙(Tving)
2020,66070002,유튜브,티빙(Tving)
2020,66070003,웨이브(Wavve)(구 푹(pooq)· 옥수수),유튜브
2020,66090001,유튜브,티빙(Tving)
2020,66090002,유튜브,티빙(Tving)
2020,66090003,유튜브,티빙(Tving)
2020,66100001,,
2020,66100002,,
2020,66130001,유튜브,네이버 시리즈온(SERIES)
2020,66140001,유튜브,네이버 시리즈온(SERIES)
2020,66220002,,
2020,66230001,,
2020,66230002,유튜브,곰TV
2020,66230003,유튜브,곰TV
2020,66240001,유튜브,카카오 TV
2020,66240002,유튜브,
2020,66260001,,
2020,66260002,,
2020,66270001,유튜브,곰TV
2020,66270002,유튜브,U+ 모바일(구 U+비디오포털)
2020,66270003,,
2020,66270004,유튜브,U+ 모바일(구 U+비디오포털)
2020,66270005,유튜브,곰TV
2020,66290001,유튜브,
2020,66290003,유튜브,곰TV
2020,66290004,유튜브,카카오 TV
2020,66300001,유튜브,곰TV
2020,66300002,,
2020,66300003,카카오 TV,곰TV
2020,66310001,유튜브,
2020,66310002,유튜브,
2020,66310003,티빙(Tving),유튜브
2020,66310004,유튜브,티빙(Tving)
2020,66320001,,
2020,66320002,,
2020,66340001,유튜브,
2020,66340002,,
2020,66340003,,
2020,66340004,,
2020,66340005,,
2020,66340007,유튜브,카카오 TV
2020,66350002,,
2020,66370001,,
2020,66370002,,
2020,66370003,유튜브,
2020,66370004,유튜브,넷플릭스
2020,66390001,유튜브,
2020,66390002,유튜브,
2020,66390003,유튜브,넷플릭스
2020,66390004,넷플릭스,유튜브
2020,66400001,,
2020,66410001,,
2020,66410002,,
2020,66420001,카카오 TV,유튜브
2020,66420002,유튜브,
2020,66420003,유튜브,
2020,66420004,유튜브,
2020,66420005,,
2020,66440001,,
2020,66440002,유튜브,
2020,66440003,,
2020,66440004,,
2020,66450001,,
2020,66470001,,
2020,66470002,,
2020,66480001,유튜브,
2020,66480002,유튜브,
2020,66480003,유튜브,
2020,66480004,유튜브,
2020,66490001,,
2020,66490002,유튜브,
2020,66500001,,
2020,6650001,유튜브,
2020,6650002,유튜브,
2020,6650003,유튜브,넷플릭스
2020,6650004,유튜브,카카오 TV
2020,6650101,,
2020,66510001,유튜브,
2020,66510002,유튜브,
2020,66510003,유튜브,
2020,66520001,,
2020,66520002,,
2020,66520003,유튜브,카카오 TV
2020,66550001,유튜브,넷플릭스
2020,66550002,,
2020,66550003,유튜브,
2020,66550004,유튜브,
2020,66560001,유튜브,넷플릭스
2020,66560002,유튜브,
2020,66560003,유튜브,카카오 TV
2020,66560004,유튜브,
2020,66570001,,
2020,66580001,,
2020,66580002,,
2020,66590001,,
2020,66590002,,
2020,66600001,,
2020,66600002,,
2020,6660001,유튜브,
2020,6660002,유튜브,
2020,6660003,넷플릭스,
2020,6660004,넷플릭스,유튜브
2020,66610002,,
2020,66630001,유튜브,
2020,66630002,유튜브,카카오 TV
2020,66630004,유튜브,넷플릭스
2020,66640001,유튜브,네이버 시리즈온(SERIES)
2020,66640002,유튜브,넷플릭스
2020,66660001,유튜브,네이버 시리즈온(SERIES)
2020,66660002,유튜브,네이버 시리즈온(SERIES)
2020,66660003,유튜브,넷플릭스
2020,66680001,유튜브,네이버 시리즈온(SERIES)
2020,6670001,,
2020,6670002,유튜브,
2020,6670003,유튜브,
2020,6670004,유튜브,
2020,66720001,,
2020,66720003,유튜브,
2020,66720005,,
2020,66720101,유튜브,
2020,66850001,,
2020,66860002,유튜브,넷플릭스
2020,66870001,,
2020,6690001,유튜브,네이버 시리즈온(SERIES)
2020,6690002,유튜브,
2020,6690003,유튜브,
2020,6690004,유튜브,
2020,66910001,,
2020,66920001,유튜브,
2020,66950002,,
2020,66970002,,
2020,6700001,유튜브,
2020,6700002,,
2020,6700003,유튜브,
2020,6700004,,
2020,670001,웨이브(Wavve)(구 푹(pooq)· 옥수수),유튜브
2020,670002,유튜브,
2020,67010001,유튜브,곰TV
2020,67010002,유튜브,넷플릭스
2020,67010003,유튜브,
2020,67010004,유튜브,
2020,67020001,,
2020,67020002,,
2020,67030002,유튜브,시즌(KT Seezn)(구 olleh tv 모바일)
2020,67030003,넷플릭스,웨이브(Wavve)(구 푹(pooq)· 옥수수)
2020,67050001,유튜브,
2020,67050002,유튜브,
2020,67050003,유튜브,
2020,67060001,유튜브,곰TV
2020,67060002,유튜브,넷플릭스
2020,67060003,유튜브,넷플릭스
2020,67150001,,
2020,67150002,,
2020,67160002,,
2020,67190001,,
2020,67190002,,
2020,67200002,,
2020,6720001,,
2020,6720002,,
2020,6720003,유튜브,티빙(Tving)
2020,6720004,유튜브,
2020,6720101,,
2020,6720102,,
2020,67210001,,
2020,67210002,,
2020,67220002,유튜브,
2020,67220003,유튜브,
2020,67220004,유튜브,네이버 시리즈온(SERIES)
2020,67250002,,
2020,67260001,,
2020,67280002,,
2020,67300001,,
2020,6730001,유튜브,네이버 시리즈온(SERIES)
2020,6730002,,
2020,6730003,유튜브,
2020,6730004,유튜브,
2020,67340002,,
2020,67350001,,
2020,67350002,유튜브,
2020,67370001,,
2020,67370002,유튜브,
2020,67390001,유튜브,
2020,67390003,,
2020,6740002,유튜브,
2020,67460001,유튜브,
2020,67460002,,
2020,67470001,유튜브,
2020,67470002,유튜브,
2020,67470003,,
2020,67500002,,
2020,67500003,,
2020,67500004,,
2020,67510001,,
2020,67520002,,
2020,67530002,,
2020,67540002,,
2020,67550002,유튜브,시즌(KT Seezn)(구 olleh tv 모바일)
2020,67560005,유튜브,네이버 시리즈온(SERIES)
2020,6760001,,
2020,6760002,유튜브,
2020,6760003,유튜브,
2020,6760004,유튜브,
2020,6770001,,
2020,6770002,,
2020,6780001,,
2020,6780002,,
2020,67820001,,
2020,67880001,,
2020,67900002,,
2020,6790001,유튜브,
2020,67980001,,
2020,67980002,,
2020,680002,,
2020,68010001,,
2020,68010002,유튜브,
2020,68010003,유튜브,
2020,68010004,유튜브,
2020,68020002,유튜브,
2020,68030001,,
2020,68030002,,
2020,68040001,,
2020,68050001,,
2020,68050002,,
2020,68050003,,
2020,68050005,유튜브,넷플릭스
2020,68060001,,
2020,68060002,,
2020,68090001,,
2020,68090002,,
2020,68100002,,
2020,6810001,유튜브,
2020,6810002,유튜브,
2020,6810003,웨이브(Wavve)(구 푹(pooq)· 옥수수),유튜브
2020,6810004,유튜브,넷플릭스
2020,68130001,유튜브,
2020,68130002,,
2020,68140002,,
2020,68150001,,
2020,68170002,,
2020,68200001,,
2020,68250001,,
2020,68250002,,
2020,68250101,유튜브,
2020,68260001,,
2020,68260002,,
2020,68270001,,
2020,68270002,,
2020,68270003,유튜브,
2020,68270004,유튜브,
2020,68270005,유튜브,
2020,68280002,,
2020,68290001,,
2020,68290002,,
2020,68290003,유튜브,
2020,68290004,,
2020,68300001,,
2020,68300002,,
2020,68300003,,
2020,68300005,,
2020,6830001,티빙(Tving),
2020,6830002,유튜브,
2020,6830004,티빙(Tving),
2020,6830101,유튜브,
2020,68310001,,
2020,68310002,,
2020,68320002,,
2020,68320004,유튜브,
2020,68330002,,
2020,68340001,,
2020,68350001,유튜브,
2020,68350002,,
2020,68350003,유튜브,
2020,68350004,유튜브,
2020,68370001,,
2020,68370002,,
2020,68380002,,
2020,68380003,유튜브,
2020,68380005,유튜브,
2020,68390004,,
2020,68390101,,
2020,68390102,,
2020,68400002,,
2020,68400003,,
2020,68400004,,
2020,68400101,유튜브,
2020,68400102,유튜브,
2020,68440001,,
2020,68440002,,
2020,68450001,,
2020,68460001,,
2020,68470001,,
2020,68470002,,
2020,68480001,,
2020,68490001,유튜브,
2020,68520001,유튜브,
2020,68520002,,
2020,68520003,유튜브,
2020,68520004,유튜브,
2020,68530001,유튜브,시즌(KT Seezn)(구 olleh tv 모바일)
2020,68530002,유튜브,
2020,68530003,유튜브,넷플릭스
2020,68530004,유튜브,
2020,68540001,유튜브,
2020,68540002,,
2020,68540003,유튜브,
2020,68540004,유튜브,
2020,68550001,,
2020,68560001,,
2020,68560002,,
2020,68600001,,
2020,68600002,유튜브,
2020,6860001,카카오 TV,네이버 시리즈온(SERIES)
2020,6860002,티빙(Tving),유튜브
2020,68610002,,
2020,68620001,,
2020,68620002,유튜브,
2020,68620003,유튜브,
2020,68620004,유튜브,
2020,68620005,유튜브,
2020,68640001,유튜브,
2020,68640002,유튜브,
2020,68640003,유튜브,카카오 TV
2020,68640004,유튜브,카카오 TV
2020,68650001,유튜브,
2020,68650002,유튜브,
2020,68650003,유튜브,카카오 TV
2020,68650004,유튜브,
2020,68660001,,
2020,68660002,,
2020,68670001,,
2020,68670002,유튜브,
2020,68670003,유튜브,
2020,68700001,,
2020,68710001,,
2020,68710002,,
2020,68720001,,
2020,68720002,,
2020,68720003,유튜브,
2020,68740001,,
2020,68740002,,
2020,68740003,,
2020,68760001,,
2020,68760002,,
2020,68780001,,
2020,68780002,유튜브,
2020,68790001,,
2020,68790002,,
2020,68800001,,
2020,68800002,,
2020,68800003,,
2020,68800004,유튜브,
2020,68800005,유튜브,
2020,68800006,유튜브,
2020,68800007,유튜브,
2020,68830001,,
2020,68830002,,
2020,68840001,,
2020,68850001,,
2020,68850002,,
2020,68860001,,
2020,68860002,,
2020,68860003,유튜브,곰TV
2020,68890001,,
2020,68900001,,
2020,68900002,,
2020,68910001,유튜브,
2020,68910002,유튜브,
2020,68910003,유튜브,
2020,68940001,유튜브,
2020,68940002,유튜브,
2020,6900001,,
2020,6900002,,
2020,6900003,,
2020,690001,티빙(Tving),넷플릭스
2020,690002,넷플릭스,유튜브
2020,69020001,유튜브,
2020,69020002,,
2020,69020003,시즌(KT Seezn)(구 olleh tv 모바일),유튜브
2020,69040001,,
2020,69040002,,
2020,69040003,유튜브,
2020,69040004,유튜브,네이버 시리즈온(SERIES)
2020,69040005,유튜브,
2020,69090001,,
2020,69090002,,
2020,69090003,유튜브,카카오 TV
2020,69090004,웨이브(Wavve)(구 푹(pooq)· 옥수수),넷플릭스
2020,69090005,유튜브,카카오 TV
2020,69100002,유튜브,넷플릭스
2020,69100003,,
2020,6910001,,
2020,6910002,,
2020,69120001,,
2020,69120003,유튜브,넷플릭스
2020,69120004,유튜브,넷플릭스
2020,69140002,,
2020,69140003,유튜브,티빙(Tving)
2020,69140004,유튜브,
2020,69170001,,
2020,69200001,,
2020,69200002,,
2020,69200003,유튜브,
2020,69200004,유튜브,
2020,69200005,유튜브,
2020,6920001,,
2020,69230001,,
2020,69230002,유튜브,네이버 시리즈온(SERIES)
2020,69240001,넷플릭스,유튜브
2020,69240002,넷플릭스,유튜브
2020,69240003,유튜브,넷플릭스
2020,69240004,넷플릭스,유튜브
2020,69240005,유튜브,네이버 시리즈온(SERIES)
2020,69250001,유튜브,
2020,69250002,,
2020,69270001,,
2020,69270002,,
2020,69290001,유튜브,티빙(Tving)
2020,6930001,유튜브,티빙(Tving)
2020,6930002,,
2020,69310001,,
2020,69350001,,
2020,69360003,,
2020,69370001,,
2020,69370002,,
2020,69380002,,
2020,6940001,티빙(Tving),유튜브
2020,6940002,티빙(Tving),유튜브
2020,69410001,,
2020,69410002,,
2020,69410003,유튜브,티빙(Tving)
2020,69410101,유튜브,넷플릭스
2020,69410201,티빙(Tving),유튜브
2020,69460001,,
2020,69460002,유튜브,
2020,69460003,유튜브,넷플릭스
2020,69470001,,
2020,69470002,,
2020,69470201,,
2020,69470202,웨이브(Wavve)(구 푹(pooq)· 옥수수),유튜브
2020,6950001,티빙(Tving),유튜브
2020,6950002,유튜브,티빙(Tving)
2020,69560001,유튜브,넷플릭스
2020,69560002,유튜브,넷플릭스
2020,69560003,넷플릭스,유튜브
2020,69560004,유튜브,넷플릭스
2020,69590001,네이버 시리즈온(SERIES),카카오 TV
2020,69590002,유튜브,티빙(Tving)
2020,69590003,넷플릭스,티빙(Tving)
2020,69600001,,
2020,69600002,,
2020,6960001,,
2020,6960002,,
2020,6960003,유튜브,
2020,69610001,,
2020,69610002,,
2020,69620001,,
2020,69620002,,
2020,69630001,,
2020,69630002,,
2020,69640001,,
2020,69640002,,
2020,69670001,유튜브,
2020,69670002,,
2020,69670005,,
2020,69680001,,
2020,69680002,,
2020,69690001,U+ 모바일(구 U+비디오포털),유튜브
2020,69690002,유튜브,
2020,69690003,유튜브,기타
2020,69690004,유튜브,
2020,69700001,유튜브,
2020,6970001,넷플릭스,
2020,6970002,,
2020,6970003,,
2020,6980001,티빙(Tving),유튜브
2020,6980002,티빙(Tving),넷플릭스
2020,69820002,,
2020,69830002,,
2020,69870001,,
2020,69870002,,
2020,69900001,,
2020,69900002,,
2020,6990001,유튜브,
2020,6990002,유튜브,
2020,69990001,,
2020,69990002,,
2020,7000001,유튜브,티빙(Tving)
2020,7000002,유튜브,
2020,7000003,유튜브,넷플릭스
2020,7000004,유튜브,
2020,700001,유튜브,
2020,700002,유튜브,넷플릭스
2020,70010002,유튜브,
2020,70020001,유튜브,
2020,70030001,,
2020,70030002,,
2020,70030003,유튜브,
2020,70050002,,
2020,70060001,,
2020,70110001,,
2020,70110002,,
2020,70110003,넷플릭스,유튜브
2020,70110004,유튜브,
2020,70120002,U+ 모바일(구 U+비디오포털),유튜브
2020,70120003,유튜브,넷플릭스
2020,70120102,유튜브,
2020,70120103,유튜브,
2020,70140001,유튜브,네이버 시리즈온(SERIES)
2020,70150001,,
2020,70150002,유튜브,
2020,70150003,유튜브,넷플릭스
2020,70210001,유튜브,
2020,70210002,유튜브,
2020,70220001,유튜브,
2020,70220002,유튜브,
2020,7030002,유튜브,티빙(Tving)
2020,7030003,유튜브,네이버 시리즈온(SERIES)
2020,7030004,넷플릭스,유튜브
2020,7030005,,
2020,70310002,,
2020,70330001,유튜브,
2020,70330002,유튜브,
2020,70330003,,
2020,70330004,티빙(Tving),유튜브
2020,7040001,유튜브,
2020,7040002,유튜브,넷플릭스
2020,7040003,넷플릭스,유튜브
2020,7040004,유튜브,
2020,70420001,유튜브,카카오 TV
2020,70420002,유튜브,곰TV
2020,70430001,유튜브,
2020,70430002,유튜브,
2020,70430003,유튜브,넷플릭스
2020,70430004,티빙(Tving),웨이브(Wavve)(구 푹(pooq)· 옥수수)
2020,70430005,,
2020,7050001,넷플릭스,유튜브
2020,7050002,티빙(Tving),에브리온 TV
2020,70510001,유튜브,
2020,70510002,유튜브,
2020,70510003,유튜브,U+ 모바일(구 U+비디오포털)
2020,70510004,아마존 프라임 비디오,
2020,70540001,유튜브,티빙(Tving)
2020,70540002,유튜브,티빙(Tving)
2020,70540003,넷플릭스,유튜브
2020,70540004,넷플릭스,유튜브
2020,7060001,카카오 TV,넷플릭스
2020,7060002,,
2020,70610001,,
2020,70610004,,
2020,70610006,유튜브,
2020,70630002,유튜브,
2020,7080001,,
2020,7090001,티빙(Tving),유튜브
2020,7090002,티빙(Tving),유튜브
2020,7100001,,
2020,71020001,,
2020,71020002,,
2020,71020003,티빙(Tving),곰TV
2020,71030001,넷플릭스,유튜브
2020,71030002,유튜브,넷플릭스
2020,71030003,넷플릭스,유튜브
2020,71030004,유튜브,
2020,71040001,유튜브,
2020,71040002,유튜브,
2020,71050001,,
2020,71050002,넷플릭스,유튜브
2020,71060002,,
2020,71060004,시즌(KT Seezn)(구 olleh tv 모바일),카카오 TV
2020,71060005,웨이브(Wavve)(구 푹(pooq)· 옥수수),곰TV
2020,71090001,유튜브,
2020,71100001,유튜브,U+ 모바일(구 U+비디오포털)
2020,71100002,유튜브,
2020,71100003,유튜브,
2020,7110001,,
2020,71110001,유튜브,
2020,71110002,유튜브,티빙(Tving)
2020,71110003,유튜브,
2020,71150001,유튜브,
2020,71150002,유튜브,
2020,71150003,유튜브,
2020,71160001,유튜브,U+ 모바일(구 U+비디오포털)
2020,71160002,유튜브,티빙(Tving)
2020,71160003,유튜브,
2020,71180001,,
2020,71180002,,
2020,71180003,,
2020,71180004,,
2020,71200002,유튜브,
2020,71200003,넷플릭스,티빙(Tving)
2020,71200004,유튜브,넷플릭스
2020,71200005,유튜브,티빙(Tving)
2020,7120001,,
2020,7120002,,
2020,71220001,티빙(Tving),유튜브
2020,71220002,유튜브,티빙(Tving)
2020,71230001,,
2020,71230002,,
2020,71260001,,
2020,71260002,,
2020,71260003,,
2020,71260004,유튜브,
2020,71270001,유튜브,
2020,71270002,시즌(KT Seezn)(구 olleh tv 모바일),
2020,71270004,유튜브,넷플릭스
2020,71280002,,
2020,7130001,티빙(Tving),유튜브
2020,7130002,티빙(Tving),유튜브
2020,7130003,유튜브,티빙(Tving)
2020,7130004,유튜브,티빙(Tving)
2020,71310001,카카오 TV,
2020,71310002,티빙(Tving),카카오 TV
2020,71330001,,
2020,71330002,,
2020,71340001,,
2020,71340002,,
2020,71360001,티빙(Tving),카카오 TV
2020,71360002,,
2020,71370001,유튜브,넷플릭스
2020,71370002,,
2020,71370003,넷플릭스,왓챠
2020,71370004,유튜브,넷플릭스
2020,71390001,유튜브,
2020,71390002,유튜브,
2020,71390003,유튜브,넷플릭스
2020,71400001,,
2020,7140001,,
2020,7140002,유튜브,
2020,7140004,유튜브,
2020,71410001,,
2020,71410002,,
2020,71430001,유튜브,
2020,71430002,,
2020,71430003,유튜브,
2020,71440001,유튜브,
2020,71440002,유튜브,네이버 시리즈온(SERIES)
2020,71440003,유튜브,
2020,71450002,유튜브,
2020,71450003,유튜브,티빙(Tving)
2020,71450004,유튜브,
2020,71460002,유튜브,티빙(Tving)
2020,71460003,유튜브,
2020,71480001,유튜브,
2020,71480002,유튜브,넷플릭스
2020,71480003,유튜브,넷플릭스
2020,71500001,유튜브,
2020,71500002,유튜브,
2020,71500003,유튜브,
2020,71510001,,
2020,71510002,유튜브,
2020,71510003,유튜브,
2020,71510004,유튜브,
2020,71540001,유튜브,
2020,71540002,유튜브,
2020,71540003,,
2020,71540004,유튜브,
2020,71540005,유튜브,
2020,71550001,유튜브,
2020,71550002,넷플릭스,유튜브
2020,71550003,유튜브,
2020,71550004,넷플릭스,유튜브
2020,71550005,,
2020,71560001,유튜브,
2020,71560002,유튜브,
2020,71560003,유튜브,
2020,71560004,유튜브,
2020,71570001,유튜브,
2020,71570002,유튜브,
2020,71570003,유튜브,
2020,71570004,유튜브,
2020,71580001,유튜브,
2020,71580002,유튜브,넷플릭스
2020,71580003,유튜브,
2020,71580004,유튜브,
2020,71590001,유튜브,
2020,71590002,유튜브,
2020,71590003,넷플릭스,유튜브
2020,71590004,유튜브,
2020,71600001,,
2020,71600002,,
2020,71600003,유튜브,
2020,71600004,유튜브,
2020,71630001,,
2020,71640001,,
2020,71640002,유튜브,
2020,71640003,유튜브,왓챠
2020,71640004,유튜브,넷플릭스
2020,71660001,,
2020,71660002,,
2020,71660003,유튜브,티빙(Tving)
2020,71660004,유튜브,넷플릭스
2020,7200001,유튜브,티빙(Tving)
2020,7200002,티빙(Tving),유튜브
2020,7200003,넷플릭스,유튜브
2020,7200004,,
2020,720002,넷플릭스,유튜브
2020,720007,유튜브,
2020,730001,유튜브,
2020,730002,유튜브,
2020,7360001,유튜브,
2020,7360002,웨이브(Wavve)(구 푹(pooq)· 옥수수),티빙(Tving)
2020,7370001,유튜브,
2020,7370002,유튜브,
2020,7370003,유튜브,
2020,7370004,유튜브,
2020,7370005,유튜브,
2020,7390001,,
2020,740001,유튜브,티빙(Tving)
2020,740002,유튜브,티빙(Tving)
2020,7430002,,
2020,7450001,카카오 TV,유튜브
2020,7450002,유튜브,시즌(KT Seezn)(구 olleh tv 모바일)
2020,7470001,,
2020,7470003,,
2020,7480001,유튜브,
2020,7480002,유튜브,
2020,7480003,유튜브,넷플릭스
2020,7480005,유튜브,
2020,7490001,네이버 시리즈온(SERIES),카카오 TV
2020,7490002,유튜브,네이버 시리즈온(SERIES)
2020,7490003,유튜브,
2020,7490004,유튜브,넷플릭스
2020,750002,유튜브,
2020,750004,유튜브,
2020,7510001,유튜브,
2020,7510002,유튜브,카카오 TV
2020,7510003,유튜브,카카오 TV
2020,7530001,넷플릭스,유튜브
2020,7530002,유튜브,
2020,7530003,유튜브,넷플릭스
2020,7530004,유튜브,넷플릭스
2020,7530005,유튜브,
2020,7540001,유튜브,카카오 TV
2020,7540002,유튜브,카카오 TV
2020,7540003,유튜브,넷플릭스
2020,7540004,유튜브,
2020,7540005,유튜브,
2020,7550001,카카오 TV,유튜브
2020,7550002,유튜브,티빙(Tving)
2020,7550003,유튜브,카카오 TV
2020,7550004,유튜브,카카오 TV
2020,7570001,,
2020,7570002,,
2020,7600001,,
2020,7600002,유튜브,
2020,760002,유튜브,
2020,7660001,,
2020,7660002,,
2020,7660003,유튜브,넷플릭스
2020,7660004,,
2020,7670002,유튜브,
2020,7680002,유튜브,
2020,7690002,유튜브,
2020,7690003,,
2020,7700002,유튜브,
2020,7710001,,
2020,7710002,,
2020,7720001,,
2020,7750001,넷플릭스,티빙(Tving)
2020,7750002,,
2020,7760002,유튜브,
2020,7760003,유튜브,
2020,7770003,,
2020,7770004,넷플릭스,유튜브
2020,7780001,,
2020,7780002,,
2020,7780003,,
2020,7780004,,
2020,7780005,넷플릭스,
2020,7790003,,
2020,7790004,,
2020,7800001,유튜브,
2020,7800002,유튜브,
2020,7800003,,
2020,780001,,
2020,780002,,
2020,7810001,,
2020,7810002,,
2020,7810003,,
2020,7820001,,
2020,7820002,,
2020,7820003,넷플릭스,
2020,7830001,,
2020,7840001,,
2020,7840002,,
2020,7850002,유튜브,넷플릭스
2020,7860001,,
2020,7880001,유튜브,웨이브(Wavve)(구 푹(pooq)· 옥수수)
2020,7880002,유튜브,웨이브(Wavve)(구 푹(pooq)· 옥수수)
2020,7890001,웨이브(Wavve)(구 푹(pooq)· 옥수수),유튜브
2020,7890002,유튜브,넷플릭스
2020,7900001,유튜브,웨이브(Wavve)(구 푹(pooq)· 옥수수)
2020,7900002,유튜브,웨이브(Wavve)(구 푹(pooq)· 옥수수)
2020,7910001,웨이브(Wavve)(구 푹(pooq)· 옥수수),유튜브
2020,7910002,,
2020,7940001,유튜브,
2020,7970001,유튜브,웨이브(Wavve)(구 푹(pooq)· 옥수수)
2020,7970003,넷플릭스,유튜브
2020,7970004,티빙(Tving),유튜브
2020,80001,,
2020,8030001,유튜브,
2020,8030002,유튜브,
2020,8050001,유튜브,
2020,8050002,,
2020,8060001,유튜브,
2020,8060002,유튜브,
2020,8060003,유튜브,
2020,8060004,유튜브,넷플릭스
2020,8060005,유튜브,
2020,8070001,,
2020,8070002,유튜브,
2020,8080001,유튜브,
2020,8080002,유튜브,
2020,8090003,유튜브,넷플릭스
2020,8100001,유튜브,
2020,8100002,유튜브,
2020,810001,,
2020,810002,,
2020,810101,넷플릭스,유튜브
2020,8120001,유튜브,
2020,8120002,유튜브,
2020,8130001,유튜브,티빙(Tving)
2020,8130002,유튜브,
2020,8140001,유튜브,시즌(KT Seezn)(구 olleh tv 모바일)
2020,8140002,유튜브,
2020,8150002,,
2020,8170001,,
2020,8180001,티빙(Tving),유튜브
2020,8180002,유튜브,티빙(Tving)
2020,8190001,유튜브,U+ 모바일(구 U+비디오포털)
2020,8190002,유튜브,U+ 모바일(구 U+비디오포털)
2020,8200002,유튜브,티빙(Tving)
2020,8200003,유튜브,
2020,820001,유튜브,
2020,820002,유튜브,
2020,820003,유튜브,
2020,820004,유튜브,
2020,820005,,
2020,8210001,유튜브,
2020,8220001,유튜브,
2020,8220002,,
2020,8220003,유튜브,티빙(Tving)
2020,8230002,유튜브,
2020,8230003,넷플릭스,네이버 시리즈온(SERIES)
2020,8230004,넷플릭스,유튜브
2020,8240001,유튜브,
2020,8240002,유튜브,
2020,8240004,유튜브,넷플릭스
2020,8250002,유튜브,티빙(Tving)
2020,8250003,유튜브,티빙(Tving)
2020,8270001,네이버 시리즈온(SERIES),유튜브
2020,8270002,,
2020,8280001,유튜브,
2020,8280002,유튜브,
2020,830001,유튜브,
2020,830002,유튜브,
2020,830003,넷플릭스,카카오 TV
2020,830004,유튜브,
2020,8320002,유튜브,
2020,8320003,유튜브,티빙(Tving)
2020,8320004,유튜브,티빙(Tving)
2020,8380001,유튜브,
2020,8380002,유튜브,
2020,8390002,유튜브,
2020,8390003,넷플릭스,유튜브
2020,8390004,티빙(Tving),유튜브
2020,8400002,유튜브,
2020,8400003,유튜브,네이버 시리즈온(SERIES)
2020,8410001,유튜브,
2020,8410002,,
2020,8410003,티빙(Tving),넷플릭스
2020,8420001,유튜브,
2020,8420002,유튜브,
2020,8450002,,
2020,8450003,티빙(Tving),유튜브
2020,8460002,,
2020,8460003,유튜브,
2020,8460004,왓챠,유튜브
2020,8470002,,
2020,8480001,,
2020,8480002,유튜브,
2020,8480003,유튜브,넷플릭스
2020,8490001,유튜브,
2020,8490002,유튜브,카카오 TV
2020,8500003,유튜브,티빙(Tving)
2020,8500004,넷플릭스,유튜브
2020,8510001,유튜브,
2020,8510002,유튜브,
2020,8520001,,
2020,8520004,유튜브,
2020,8520005,유튜브,
2020,8530001,유튜브,
2020,8530002,유튜브,
2020,8530003,유튜브,넷플릭스
2020,8540001,유튜브,웨이브(Wavve)(구 푹(pooq)· 옥수수)
2020,8540002,유튜브,
2020,8550002,유튜브,
2020,8550003,유튜브,
2020,8560001,유튜브,
2020,8560002,유튜브,
2020,8570001,유튜브,
2020,8570002,유튜브,
2020,8570003,유튜브,
2020,8570004,유튜브,
2020,8580001,유튜브,
2020,8580002,,
2020,8580003,유튜브,
2020,8580004,유튜브,
2020,8590001,유튜브,
2020,8590002,,
2020,8590004,유튜브,넷플릭스
2020,8600002,유튜브,
2020,8600003,유튜브,
2020,8630002,유튜브,
2020,8650001,유튜브,
2020,8650002,유튜브,
2020,8670001,유튜브,
